"ResponseId","name","warm","study","competent"
"R_3rG3Wh0n4qnEHwO","matthew","52","flake_leasure","53"
"R_3rG3Wh0n4qnEHwO","meredith","30","flake_leasure","52"
"R_3rG3Wh0n4qnEHwO","misty","51","flake_leasure","50"
"R_3rG3Wh0n4qnEHwO","nathan","65","flake_leasure","48"
"R_3rG3Wh0n4qnEHwO","neil","59","flake_leasure","85"
"R_3rG3Wh0n4qnEHwO","rebecca","16","flake_leasure","32"
"R_3rG3Wh0n4qnEHwO","sarah","49","flake_leasure","50"
"R_3rG3Wh0n4qnEHwO","scott","67","flake_leasure","25"
"R_3rG3Wh0n4qnEHwO","susan","52","flake_leasure","49"
"R_3rG3Wh0n4qnEHwO","todd","83","flake_leasure","36"
"R_sFPNb52QxZaUgEh","aisha","38","flake_leasure","47"
"R_sFPNb52QxZaUgEh","antwan","35","flake_leasure","52"
"R_sFPNb52QxZaUgEh","darnell","41","flake_leasure","52"
"R_sFPNb52QxZaUgEh","donnell","53","flake_leasure","57"
"R_sFPNb52QxZaUgEh","ebony","65","flake_leasure","46"
"R_sFPNb52QxZaUgEh","hakim","37","flake_leasure","52"
"R_sFPNb52QxZaUgEh","jamal","47","flake_leasure","54"
"R_sFPNb52QxZaUgEh","jermaine","49","flake_leasure","59"
"R_sFPNb52QxZaUgEh","kareem","51","flake_leasure","53"
"R_sFPNb52QxZaUgEh","keisha","45","flake_leasure","60"
"R_sFPNb52QxZaUgEh","kenya","47","flake_leasure","52"
"R_sFPNb52QxZaUgEh","lakeisha","38","flake_leasure","36"
"R_sFPNb52QxZaUgEh","lakesha","41","flake_leasure","60"
"R_sFPNb52QxZaUgEh","lakisha","52","flake_leasure","39"
"R_sFPNb52QxZaUgEh","lamar","45","flake_leasure","53"
"R_sFPNb52QxZaUgEh","lamont","41","flake_leasure","42"
"R_sFPNb52QxZaUgEh","lashonda","55","flake_leasure","48"
"R_sFPNb52QxZaUgEh","latasha","42","flake_leasure","47"
"R_sFPNb52QxZaUgEh","latisha","37","flake_leasure","43"
"R_sFPNb52QxZaUgEh","latonya","56","flake_leasure","52"
"R_sFPNb52QxZaUgEh","latoya","55","flake_leasure","51"
"R_sFPNb52QxZaUgEh","lawanda","71","flake_leasure","45"
"R_sFPNb52QxZaUgEh","leroy","50","flake_leasure","67"
"R_sFPNb52QxZaUgEh","marquis","47","flake_leasure","54"
"R_sFPNb52QxZaUgEh","maurice","64","flake_leasure","81"
"R_sFPNb52QxZaUgEh","patrice","51","flake_leasure","60"
"R_sFPNb52QxZaUgEh","rasheed","50","flake_leasure","36"
"R_sFPNb52QxZaUgEh","reginald","32","flake_leasure","80"
"R_sFPNb52QxZaUgEh","roderick","40","flake_leasure","78"
"R_sFPNb52QxZaUgEh","tameka","53","flake_leasure","50"
"R_sFPNb52QxZaUgEh","tamika","50","flake_leasure","50"
"R_sFPNb52QxZaUgEh","tanisha","54","flake_leasure","51"
"R_sFPNb52QxZaUgEh","tawanda","47","flake_leasure","47"
"R_sFPNb52QxZaUgEh","terrance","32","flake_leasure","83"
"R_sFPNb52QxZaUgEh","terrell","51","flake_leasure","44"
"R_sFPNb52QxZaUgEh","tomeka","75","flake_leasure","53"
"R_sFPNb52QxZaUgEh","tremayne","38","flake_leasure","54"
"R_sFPNb52QxZaUgEh","tyrone","36","flake_leasure","53"
"R_sFPNb52QxZaUgEh","adam","52","flake_leasure","91"
"R_sFPNb52QxZaUgEh","allison","44","flake_leasure","69"
"R_sFPNb52QxZaUgEh","amanda","85","flake_leasure","69"
"R_sFPNb52QxZaUgEh","amy","71","flake_leasure","61"
"R_sFPNb52QxZaUgEh","anne","79","flake_leasure","78"
"R_sFPNb52QxZaUgEh","brad","69","flake_leasure","80"
"R_sFPNb52QxZaUgEh","bradley","51","flake_leasure","57"
"R_sFPNb52QxZaUgEh","brendan","69","flake_leasure","76"
"R_sFPNb52QxZaUgEh","brett","54","flake_leasure","54"
"R_sFPNb52QxZaUgEh","carrie","74","flake_leasure","70"
"R_sFPNb52QxZaUgEh","chad","51","flake_leasure","76"
"R_sFPNb52QxZaUgEh","emily","65","flake_leasure","84"
"R_sFPNb52QxZaUgEh","erin","53","flake_leasure","63"
"R_sFPNb52QxZaUgEh","geoffrey","39","flake_leasure","70"
"R_sFPNb52QxZaUgEh","greg","39","flake_leasure","69"
"R_sFPNb52QxZaUgEh","heather","70","flake_leasure","60"
"R_sFPNb52QxZaUgEh","jacob","61","flake_leasure","74"
"R_sFPNb52QxZaUgEh","jason","55","flake_leasure","84"
"R_sFPNb52QxZaUgEh","jay","67","flake_leasure","67"
"R_sFPNb52QxZaUgEh","jennifer","72","flake_leasure","68"
"R_sFPNb52QxZaUgEh","jeremy","47","flake_leasure","85"
"R_sFPNb52QxZaUgEh","jill","65","flake_leasure","76"
"R_sFPNb52QxZaUgEh","joshua","54","flake_leasure","58"
"R_sFPNb52QxZaUgEh","julie","74","flake_leasure","65"
"R_sFPNb52QxZaUgEh","justin","52","flake_leasure","78"
"R_sFPNb52QxZaUgEh","kristen","63","flake_leasure","72"
"R_sFPNb52QxZaUgEh","laurie","63","flake_leasure","75"
"R_sFPNb52QxZaUgEh","lori","53","flake_leasure","52"
"R_sFPNb52QxZaUgEh","matthew","54","flake_leasure","60"
"R_sFPNb52QxZaUgEh","meredith","50","flake_leasure","80"
"R_sFPNb52QxZaUgEh","misty","51","flake_leasure","52"
"R_sFPNb52QxZaUgEh","nathan","58","flake_leasure","78"
"R_sFPNb52QxZaUgEh","neil","57","flake_leasure","60"
"R_sFPNb52QxZaUgEh","rebecca","34","flake_leasure","53"
"R_sFPNb52QxZaUgEh","sarah","43","flake_leasure","79"
"R_sFPNb52QxZaUgEh","scott","39","flake_leasure","87"
"R_sFPNb52QxZaUgEh","susan","77","flake_leasure","60"
"R_sFPNb52QxZaUgEh","todd","43","flake_leasure","59"
"R_1MOLOKhzoZEdPIl","aisha","47","flake_leasure","36"
"R_1MOLOKhzoZEdPIl","antwan","43","flake_leasure","25"
"R_1MOLOKhzoZEdPIl","darnell","55","flake_leasure","55"
"R_1MOLOKhzoZEdPIl","donnell","45","flake_leasure","58"
"R_1MOLOKhzoZEdPIl","ebony","50","flake_leasure","28"
"R_1MOLOKhzoZEdPIl","hakim","14","flake_leasure","11"
"R_1MOLOKhzoZEdPIl","jamal","50","flake_leasure","40"
"R_1MOLOKhzoZEdPIl","jermaine","50","flake_leasure","50"
"R_1MOLOKhzoZEdPIl","kareem","50","flake_leasure","45"
"R_1MOLOKhzoZEdPIl","keisha","46","flake_leasure","30"
"R_1MOLOKhzoZEdPIl","kenya","50","flake_leasure","41"
"R_1MOLOKhzoZEdPIl","lakeisha","50","flake_leasure","29"
"R_1MOLOKhzoZEdPIl","lakesha","33","flake_leasure","11"
"R_1MOLOKhzoZEdPIl","lakisha","36","flake_leasure","15"
"R_1MOLOKhzoZEdPIl","lamar","42","flake_leasure","28"
"R_1MOLOKhzoZEdPIl","lamont","51","flake_leasure","48"
"R_1MOLOKhzoZEdPIl","lashonda","41","flake_leasure","26"
"R_1MOLOKhzoZEdPIl","latasha","47","flake_leasure","34"
"R_1MOLOKhzoZEdPIl","latisha","50","flake_leasure","48"
"R_1MOLOKhzoZEdPIl","latonya","30","flake_leasure","22"
"R_1MOLOKhzoZEdPIl","latoya","50","flake_leasure","25"
"R_1MOLOKhzoZEdPIl","lawanda","56","flake_leasure","34"
"R_1MOLOKhzoZEdPIl","leroy","47","flake_leasure","30"
"R_1MOLOKhzoZEdPIl","marquis","42","flake_leasure","26"
"R_1MOLOKhzoZEdPIl","maurice","56","flake_leasure","50"
"R_1MOLOKhzoZEdPIl","patrice","71","flake_leasure","55"
"R_1MOLOKhzoZEdPIl","rasheed","50","flake_leasure","42"
"R_1MOLOKhzoZEdPIl","reginald","60","flake_leasure","84"
"R_1MOLOKhzoZEdPIl","roderick","71","flake_leasure","52"
"R_1MOLOKhzoZEdPIl","tameka","50","flake_leasure","37"
"R_1MOLOKhzoZEdPIl","tamika","43","flake_leasure","33"
"R_1MOLOKhzoZEdPIl","tanisha","47","flake_leasure","28"
"R_1MOLOKhzoZEdPIl","tawanda","30","flake_leasure","16"
"R_1MOLOKhzoZEdPIl","terrance","73","flake_leasure","86"
"R_1MOLOKhzoZEdPIl","terrell","50","flake_leasure","56"
"R_1MOLOKhzoZEdPIl","tomeka","36","flake_leasure","23"
"R_1MOLOKhzoZEdPIl","tremayne","23","flake_leasure","15"
"R_1MOLOKhzoZEdPIl","tyrone","51","flake_leasure","34"
"R_1MOLOKhzoZEdPIl","adam","85","flake_leasure","93"
"R_1MOLOKhzoZEdPIl","allison","74","flake_leasure","93"
"R_1MOLOKhzoZEdPIl","amanda","62","flake_leasure","82"
"R_1MOLOKhzoZEdPIl","amy","75","flake_leasure","90"
"R_1MOLOKhzoZEdPIl","anne","80","flake_leasure","93"
"R_1MOLOKhzoZEdPIl","brad","58","flake_leasure","85"
"R_1MOLOKhzoZEdPIl","bradley","66","flake_leasure","84"
"R_1MOLOKhzoZEdPIl","brendan","80","flake_leasure","92"
"R_1MOLOKhzoZEdPIl","brett","70","flake_leasure","90"
"R_1MOLOKhzoZEdPIl","carrie","50","flake_leasure","50"
"R_1MOLOKhzoZEdPIl","chad","65","flake_leasure","86"
"R_1MOLOKhzoZEdPIl","emily","78","flake_leasure","91"
"R_1MOLOKhzoZEdPIl","erin","50","flake_leasure","66"
"R_1MOLOKhzoZEdPIl","geoffrey","75","flake_leasure","91"
"R_1MOLOKhzoZEdPIl","greg","75","flake_leasure","91"
"R_1MOLOKhzoZEdPIl","heather","50","flake_leasure","71"
"R_1MOLOKhzoZEdPIl","jacob","50","flake_leasure","66"
"R_1MOLOKhzoZEdPIl","jason","73","flake_leasure","91"
"R_1MOLOKhzoZEdPIl","jay","47","flake_leasure","41"
"R_1MOLOKhzoZEdPIl","jennifer","66","flake_leasure","81"
"R_1MOLOKhzoZEdPIl","jeremy","74","flake_leasure","95"
"R_1MOLOKhzoZEdPIl","jill","68","flake_leasure","88"
"R_1MOLOKhzoZEdPIl","joshua","50","flake_leasure","71"
"R_1MOLOKhzoZEdPIl","julie","87","flake_leasure","90"
"R_1MOLOKhzoZEdPIl","justin","60","flake_leasure","80"
"R_1MOLOKhzoZEdPIl","kristen","70","flake_leasure","90"
"R_1MOLOKhzoZEdPIl","laurie","82","flake_leasure","94"
"R_1MOLOKhzoZEdPIl","lori","73","flake_leasure","84"
"R_1MOLOKhzoZEdPIl","matthew","80","flake_leasure","87"
"R_1MOLOKhzoZEdPIl","meredith","75","flake_leasure","90"
"R_1MOLOKhzoZEdPIl","misty","84","flake_leasure","79"
"R_1MOLOKhzoZEdPIl","nathan","50","flake_leasure","95"
"R_1MOLOKhzoZEdPIl","neil","61","flake_leasure","90"
"R_1MOLOKhzoZEdPIl","rebecca","69","flake_leasure","92"
"R_1MOLOKhzoZEdPIl","sarah","73","flake_leasure","92"
"R_1MOLOKhzoZEdPIl","scott","60","flake_leasure","86"
"R_1MOLOKhzoZEdPIl","susan","80","flake_leasure","80"
"R_1MOLOKhzoZEdPIl","todd","74","flake_leasure","90"
"R_12lpV6nsIaHJ8K4","aisha","50","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","antwan","20","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","darnell","30","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","donnell","30","flake_leasure","25"
"R_12lpV6nsIaHJ8K4","ebony","30","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","hakim","30","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","jamal","40","flake_leasure","30"
"R_12lpV6nsIaHJ8K4","jermaine","30","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","kareem","60","flake_leasure","70"
"R_12lpV6nsIaHJ8K4","keisha","40","flake_leasure","30"
"R_12lpV6nsIaHJ8K4","kenya","50","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","lakeisha","30","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","lakesha","30","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","lakisha","20","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","lamar","35","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","lamont","35","flake_leasure","30"
"R_12lpV6nsIaHJ8K4","lashonda","20","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","latasha","30","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","latisha","20","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","latonya","35","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","latoya","40","flake_leasure","30"
"R_12lpV6nsIaHJ8K4","lawanda","20","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","leroy","40","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","marquis","30","flake_leasure","25"
"R_12lpV6nsIaHJ8K4","maurice","30","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","patrice","30","flake_leasure","30"
"R_12lpV6nsIaHJ8K4","rasheed","30","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","reginald","40","flake_leasure","60"
"R_12lpV6nsIaHJ8K4","roderick","40","flake_leasure","35"
"R_12lpV6nsIaHJ8K4","tameka","30","flake_leasure","25"
"R_12lpV6nsIaHJ8K4","tamika","40","flake_leasure","30"
"R_12lpV6nsIaHJ8K4","tanisha","30","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","tawanda","20","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","terrance","35","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","terrell","30","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","tomeka","40","flake_leasure","30"
"R_12lpV6nsIaHJ8K4","tremayne","20","flake_leasure","15"
"R_12lpV6nsIaHJ8K4","tyrone","35","flake_leasure","20"
"R_12lpV6nsIaHJ8K4","adam","90","flake_leasure","80"
"R_12lpV6nsIaHJ8K4","allison","60","flake_leasure","90"
"R_12lpV6nsIaHJ8K4","amanda","80","flake_leasure","60"
"R_12lpV6nsIaHJ8K4","amy","60","flake_leasure","70"
"R_12lpV6nsIaHJ8K4","anne","100","flake_leasure","80"
"R_12lpV6nsIaHJ8K4","brad","50","flake_leasure","35"
"R_12lpV6nsIaHJ8K4","bradley","60","flake_leasure","55"
"R_12lpV6nsIaHJ8K4","brendan","80","flake_leasure","70"
"R_12lpV6nsIaHJ8K4","brett","70","flake_leasure","65"
"R_12lpV6nsIaHJ8K4","carrie","70","flake_leasure","85"
"R_12lpV6nsIaHJ8K4","chad","50","flake_leasure","30"
"R_12lpV6nsIaHJ8K4","emily","80","flake_leasure","65"
"R_12lpV6nsIaHJ8K4","erin","60","flake_leasure","81"
"R_12lpV6nsIaHJ8K4","geoffrey","50","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","greg","70","flake_leasure","85"
"R_12lpV6nsIaHJ8K4","heather","90","flake_leasure","80"
"R_12lpV6nsIaHJ8K4","jacob","90","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","jason","80","flake_leasure","75"
"R_12lpV6nsIaHJ8K4","jay","70","flake_leasure","60"
"R_12lpV6nsIaHJ8K4","jennifer","85","flake_leasure","80"
"R_12lpV6nsIaHJ8K4","jeremy","60","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","jill","100","flake_leasure","95"
"R_12lpV6nsIaHJ8K4","joshua","65","flake_leasure","80"
"R_12lpV6nsIaHJ8K4","julie","90","flake_leasure","75"
"R_12lpV6nsIaHJ8K4","justin","80","flake_leasure","75"
"R_12lpV6nsIaHJ8K4","kristen","90","flake_leasure","75"
"R_12lpV6nsIaHJ8K4","laurie","85","flake_leasure","70"
"R_12lpV6nsIaHJ8K4","lori","75","flake_leasure","85"
"R_12lpV6nsIaHJ8K4","matthew","80","flake_leasure","90"
"R_12lpV6nsIaHJ8K4","meredith","80","flake_leasure","80"
"R_12lpV6nsIaHJ8K4","misty","50","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","nathan","75","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","neil","60","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","rebecca","90","flake_leasure","75"
"R_12lpV6nsIaHJ8K4","sarah","90","flake_leasure","80"
"R_12lpV6nsIaHJ8K4","scott","70","flake_leasure","50"
"R_12lpV6nsIaHJ8K4","susan","90","flake_leasure","95"
"R_12lpV6nsIaHJ8K4","todd","70","flake_leasure","90"
"R_2Bhd8ai5YgiB2Qn","aisha","20","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","antwan","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","darnell","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","donnell","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","ebony","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","hakim","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","jamal","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","jermaine","20","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","kareem","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","keisha","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","kenya","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","lakeisha","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","lakesha","10","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","lakisha","25","flake_leasure","25"
"R_2Bhd8ai5YgiB2Qn","lamar","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","lamont","20","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","lashonda","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","latasha","30","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","latisha","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","latonya","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","latoya","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","lawanda","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","leroy","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","marquis","20","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","maurice","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","patrice","40","flake_leasure","40"
"R_2Bhd8ai5YgiB2Qn","rasheed","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","reginald","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","roderick","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","tameka","20","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","tamika","10","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","tanisha","20","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","tawanda","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","terrance","20","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","terrell","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","tomeka","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","tremayne","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","tyrone","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","adam","35","flake_leasure","35"
"R_2Bhd8ai5YgiB2Qn","allison","50","flake_leasure","50"
"R_2Bhd8ai5YgiB2Qn","amanda","20","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","amy","40","flake_leasure","40"
"R_2Bhd8ai5YgiB2Qn","anne","45","flake_leasure","45"
"R_2Bhd8ai5YgiB2Qn","brad","30","flake_leasure","40"
"R_2Bhd8ai5YgiB2Qn","bradley","30","flake_leasure","35"
"R_2Bhd8ai5YgiB2Qn","brendan","40","flake_leasure","40"
"R_2Bhd8ai5YgiB2Qn","brett","10","flake_leasure","10"
"R_2Bhd8ai5YgiB2Qn","carrie","50","flake_leasure","50"
"R_2Bhd8ai5YgiB2Qn","chad","15","flake_leasure","15"
"R_2Bhd8ai5YgiB2Qn","emily","30","flake_leasure","35"
"R_2Bhd8ai5YgiB2Qn","erin","40","flake_leasure","40"
"R_2Bhd8ai5YgiB2Qn","geoffrey","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","greg","10","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","heather","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","jacob","25","flake_leasure","25"
"R_2Bhd8ai5YgiB2Qn","jason","25","flake_leasure","25"
"R_2Bhd8ai5YgiB2Qn","jay","25","flake_leasure","25"
"R_2Bhd8ai5YgiB2Qn","jennifer","50","flake_leasure","50"
"R_2Bhd8ai5YgiB2Qn","jeremy","10","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","jill","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","joshua","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","julie","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","justin","40","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","kristen","35","flake_leasure","35"
"R_2Bhd8ai5YgiB2Qn","laurie","20","flake_leasure","20"
"R_2Bhd8ai5YgiB2Qn","lori","45","flake_leasure","45"
"R_2Bhd8ai5YgiB2Qn","matthew","40","flake_leasure","40"
"R_2Bhd8ai5YgiB2Qn","meredith","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","misty","45","flake_leasure","45"
"R_2Bhd8ai5YgiB2Qn","nathan","35","flake_leasure","35"
"R_2Bhd8ai5YgiB2Qn","neil","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","rebecca","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","sarah","40","flake_leasure","40"
"R_2Bhd8ai5YgiB2Qn","scott","25","flake_leasure","25"
"R_2Bhd8ai5YgiB2Qn","susan","30","flake_leasure","30"
"R_2Bhd8ai5YgiB2Qn","todd","20","flake_leasure","20"
"R_3jfxebj1MwewFqx","aisha","16","flake_leasure","15"
"R_3jfxebj1MwewFqx","antwan","48","flake_leasure","34"
"R_3jfxebj1MwewFqx","darnell","46","flake_leasure","43"
"R_3jfxebj1MwewFqx","donnell","61","flake_leasure","49"
"R_3jfxebj1MwewFqx","ebony","39","flake_leasure","33"
"R_3jfxebj1MwewFqx","hakim","19","flake_leasure","30"
"R_3jfxebj1MwewFqx","jamal","63","flake_leasure","31"
"R_3jfxebj1MwewFqx","jermaine","26","flake_leasure","27"
"R_3jfxebj1MwewFqx","kareem","39","flake_leasure","46"
"R_3jfxebj1MwewFqx","keisha","66","flake_leasure","28"
"R_3jfxebj1MwewFqx","kenya","45","flake_leasure","43"
"R_3jfxebj1MwewFqx","lakeisha","71","flake_leasure","22"
"R_3jfxebj1MwewFqx","lakesha","69","flake_leasure","33"
"R_3jfxebj1MwewFqx","lakisha","70","flake_leasure","30"
"R_3jfxebj1MwewFqx","lamar","24","flake_leasure","36"
"R_3jfxebj1MwewFqx","lamont","14","flake_leasure","18"
"R_3jfxebj1MwewFqx","lashonda","55","flake_leasure","42"
"R_3jfxebj1MwewFqx","latasha","72","flake_leasure","41"
"R_3jfxebj1MwewFqx","latisha","65","flake_leasure","34"
"R_3jfxebj1MwewFqx","latonya","39","flake_leasure","22"
"R_3jfxebj1MwewFqx","latoya","35","flake_leasure","32"
"R_3jfxebj1MwewFqx","lawanda","49","flake_leasure","25"
"R_3jfxebj1MwewFqx","leroy","34","flake_leasure","81"
"R_3jfxebj1MwewFqx","marquis","78","flake_leasure","46"
"R_3jfxebj1MwewFqx","maurice","54","flake_leasure","52"
"R_3jfxebj1MwewFqx","patrice","64","flake_leasure","64"
"R_3jfxebj1MwewFqx","rasheed","18","flake_leasure","25"
"R_3jfxebj1MwewFqx","reginald","53","flake_leasure","57"
"R_3jfxebj1MwewFqx","roderick","62","flake_leasure","82"
"R_3jfxebj1MwewFqx","tameka","34","flake_leasure","38"
"R_3jfxebj1MwewFqx","tamika","74","flake_leasure","34"
"R_3jfxebj1MwewFqx","tanisha","48","flake_leasure","46"
"R_3jfxebj1MwewFqx","tawanda","25","flake_leasure","26"
"R_3jfxebj1MwewFqx","terrance","38","flake_leasure","61"
"R_3jfxebj1MwewFqx","terrell","56","flake_leasure","55"
"R_3jfxebj1MwewFqx","tomeka","50","flake_leasure","25"
"R_3jfxebj1MwewFqx","tremayne","25","flake_leasure","18"
"R_3jfxebj1MwewFqx","tyrone","18","flake_leasure","14"
"R_3jfxebj1MwewFqx","adam","78","flake_leasure","78"
"R_3jfxebj1MwewFqx","allison","74","flake_leasure","64"
"R_3jfxebj1MwewFqx","amanda","23","flake_leasure","49"
"R_3jfxebj1MwewFqx","amy","48","flake_leasure","54"
"R_3jfxebj1MwewFqx","anne","78","flake_leasure","35"
"R_3jfxebj1MwewFqx","brad","77","flake_leasure","78"
"R_3jfxebj1MwewFqx","bradley","63","flake_leasure","71"
"R_3jfxebj1MwewFqx","brendan","30","flake_leasure","70"
"R_3jfxebj1MwewFqx","brett","51","flake_leasure","51"
"R_3jfxebj1MwewFqx","carrie","50","flake_leasure","38"
"R_3jfxebj1MwewFqx","chad","50","flake_leasure","100"
"R_3jfxebj1MwewFqx","emily","71","flake_leasure","52"
"R_3jfxebj1MwewFqx","erin","61","flake_leasure","46"
"R_3jfxebj1MwewFqx","geoffrey","18","flake_leasure","76"
"R_3jfxebj1MwewFqx","greg","37","flake_leasure","36"
"R_3jfxebj1MwewFqx","heather","82","flake_leasure","64"
"R_3jfxebj1MwewFqx","jacob","53","flake_leasure","45"
"R_3jfxebj1MwewFqx","jason","51","flake_leasure","51"
"R_3jfxebj1MwewFqx","jay","39","flake_leasure","76"
"R_3jfxebj1MwewFqx","jennifer","67","flake_leasure","43"
"R_3jfxebj1MwewFqx","jeremy","49","flake_leasure","68"
"R_3jfxebj1MwewFqx","jill","51","flake_leasure","51"
"R_3jfxebj1MwewFqx","joshua","83","flake_leasure","76"
"R_3jfxebj1MwewFqx","julie","55","flake_leasure","46"
"R_3jfxebj1MwewFqx","justin","48","flake_leasure","57"
"R_3jfxebj1MwewFqx","kristen","69","flake_leasure","61"
"R_3jfxebj1MwewFqx","laurie","47","flake_leasure","48"
"R_3jfxebj1MwewFqx","lori","34","flake_leasure","71"
"R_3jfxebj1MwewFqx","matthew","50","flake_leasure","49"
"R_3jfxebj1MwewFqx","meredith","23","flake_leasure","58"
"R_3jfxebj1MwewFqx","misty","74","flake_leasure","65"
"R_3jfxebj1MwewFqx","nathan","51","flake_leasure","51"
"R_3jfxebj1MwewFqx","neil","59","flake_leasure","68"
"R_3jfxebj1MwewFqx","rebecca","62","flake_leasure","53"
"R_3jfxebj1MwewFqx","sarah","52","flake_leasure","46"
"R_3jfxebj1MwewFqx","scott","67","flake_leasure","64"
"R_3jfxebj1MwewFqx","susan","66","flake_leasure","54"
"R_3jfxebj1MwewFqx","todd","73","flake_leasure","71"
"R_27QEhnK9OJYNn0P","aisha","81","flake_leasure","64"
"R_27QEhnK9OJYNn0P","antwan","55","flake_leasure","64"
"R_27QEhnK9OJYNn0P","darnell","57","flake_leasure","65"
"R_27QEhnK9OJYNn0P","donnell","54","flake_leasure","60"
"R_27QEhnK9OJYNn0P","ebony","75","flake_leasure","62"
"R_27QEhnK9OJYNn0P","hakim","52","flake_leasure","62"
"R_27QEhnK9OJYNn0P","jamal","56","flake_leasure","68"
"R_27QEhnK9OJYNn0P","jermaine","53","flake_leasure","62"
"R_27QEhnK9OJYNn0P","kareem","55","flake_leasure","63"
"R_27QEhnK9OJYNn0P","keisha","70","flake_leasure","68"
"R_27QEhnK9OJYNn0P","kenya","75","flake_leasure","57"
"R_27QEhnK9OJYNn0P","lakeisha","71","flake_leasure","66"
