"name","race","gender","callback","callback_n","n","study","age"
"sofiko kushtrim",NA,"Female",0.169,15,89,"jacquemet",NA
"aferdita dzaghig",NA,"Female",0.2,11,55,"jacquemet",NA
"gadarine besnik",NA,"Female",0.222,9,45,"jacquemet",NA
"abd al-hakiim amar",NA,"Male",0.108695652173913,5,46,"widner",NA
"qahhar kazim",NA,"Male",0.116279069767442,5,43,"widner",NA
"abu amjad khazin",NA,"Male",0.0869565217391304,4,46,"widner",NA
"mamuud irshad",NA,"Male",0.0232558139534884,1,43,"widner",NA
"shakir imtiaz",NA,"Male",0.0666666666666667,3,45,"widner",NA
"al-malik khalil",NA,"Male",0.0238095238095238,1,42,"widner",NA
"james yoder","White","Male",0.0465116279069767,2,43,"widner",NA
"robert krueger","White","Male",0.111111111111111,5,45,"widner",NA
"john mueller","White","Male",0.0444444444444444,2,45,"widner",NA
"michael schwartz","White","Male",0.0697674418604651,3,43,"widner",NA
"william novak","White","Male",0.111111111111111,5,45,"widner",NA
"david schmitt","White","Male",0.181818181818182,8,44,"widner",NA
